Manufacturer	Model	Transmission	Engine Capacity	Fuel Type	L/100km Urban (Cold)	L/100km Extra-Urban	L/100km Combined	mpg-UK Urban (Cold)	mpg-UK Extra-Urban	mpg-UK Combined	mpg-US Urban	mpg-US Extra-Urban	mpg-US Combined	CO 2 g/km	Green Rating
BMW	X3 Series E83	A6	2497	Petrol	13.1	7.4	9.5	21.6	38.2	29.7	18.0	31.8	24.7	228	G
BMW	X3 Series E83	A6	2996	Petrol	13.3	7.6	9.7	21.2	37.2	29.1	17.7	31.0	24.2	233	G
BMW	X3 Series E83	M6	2993	Diesel	9.7	6.0	7.4	29.1	47.1	38.2	24.2	39.2	31.8	196	F
BMW	X3 Series E83	A6	2993	Diesel	9.9	6.4	7.7	28.5	44.1	36.7	23.7	36.7	30.6	206	F
BMW	X3 Series E83	A6	2993	Diesel	9.7	6.7	7.8	29.1	42.2	36.2	24.2	35.1	30.1	208	F
BMW	X5 Series E70	A6	2996	Petrol	13.7	8.2	10.2	20.6	34.4	27.7	17.2	28.6	23.1	244	G
BMW	X5 Series E70	A6	2993	Diesel	10.2	6.9	8.1	27.7	40.9	34.9	23.1	34.1	29.1	214	F
BMW	X5 Series E70	A6	2993	Diesel	10.3	7.0	8.2	27.4	40.4	34.4	22.8	33.6	28.6	216	F
BMW	X5 Series E70	A6	4799	Petrol	16.9	9.2	12.0	16.7	30.7	23.5	13.9	25.6	19.6	286	G
BMW	X6 Series E71	A6	2993	Diesel	10.4	7.0	8.2	27.2	40.4	34.4	22.6	33.6	28.6	217	F
BMW	X6 Series E71	A6	2979	Petrol	14.9	8.6	10.9	19.0	32.8	25.9	15.8	27.3	21.6	262	G
BMW	X6 Series E71	A6	2993	Diesel	10.5	7.1	8.3	26.9	39.8	34.0	22.4	33.1	28.3	220	F
Cadillac	BLS, MY2007 4 Door Saloon	M6	1998	Petrol	11.5	6.4	8.3	24.6	44.1	34.0	20.5	36.7	28.3	197	F
Cadillac	BLS, MY2007 4 Door Saloon	A5	1998	Petrol	12.9	6.7	9.0	21.9	42.2	31.4	18.2	35.1	26.1	216	F
Cadillac	BLS, MY2007 4 Door Saloon	M6	1998	Petrol	12.0	6.4	8.5	23.5	44.1	33.2	19.6	36.7	27.6	202	F
Cadillac	BLS, MY2007 4 Door Saloon	A5	1998	Petrol	13.7	6.5	9.1	20.6	43.5	31.0	17.2	36.2	25.8	218	F
Cadillac	BLS, MY2007 4 Door Saloon	M6	2792	Petrol	15.4	7.1	10.2	18.3	39.8	27.7	15.2	33.1	23.1	245	G
Cadillac	BLS, MY2007 4 Door Saloon	A6	2792	Petrol	16.9	7.2	10.8	16.7	39.2	26.2	13.9	32.6	21.8	259	G
Cadillac	BLS, MY2007 4 Door Saloon	M6	1910	Diesel	8.1	4.9	6.1	34.9	57.7	46.3	29.1	48.0	38.6	164	D
Cadillac	BLS, MY2007 4 Door Saloon	A6	1910	Diesel	9.9	5.6	7.2	28.5	50.4	39.2	23.7	42.0	32.6	194	F
Cadillac	BLS, MY2008 4 Door Saloon	M6	1998	Petrol	11.5	6.4	8.3	24.6	44.1	34.0	20.5	36.7	28.3	197	F
Cadillac	BLS, MY2008 4 Door Saloon	A5	1998	Petrol	12.9	6.7	9.0	21.9	42.2	31.4	18.2	35.1	26.1	216	F
Cadillac	BLS, MY2008 4 Door Saloon	M6	1998	Petrol	12.0	6.4	8.5	23.5	44.1	33.2	19.6	36.7	27.6	202	F
Cadillac	BLS, MY2008 4 Door Saloon	A5	1998	Petrol	13.7	6.5	9.1	20.6	43.5	31.0	17.2	36.2	25.8	218	F
Cadillac	BLS, MY2008 4 Door Saloon	M6	1998	Petrol/E85 (Flex Fuel)	11.5	6.4	8.3	24.6	44.1	34.0	20.5	36.7	28.3	197	F
Cadillac	BLS, MY2008 4 Door Saloon	A5	1998	Petrol/E85 (Flex Fuel)	12.9	6.7	9.0	21.9	42.2	31.4	18.2	35.1	26.1	216	F
Cadillac	BLS, MY2008 4 Door Saloon	M6	2792	Petrol	15.4	7.1	10.2	18.3	39.8	27.7	15.2	33.1	23.1	245	G
Cadillac	BLS, MY2008 4 Door Saloon	A6	2792	Petrol	16.9	7.2	10.8	16.7	39.2	26.2	13.9	32.6	21.8	259	G
Cadillac	BLS, MY2008 4 Door Saloon	A6	1910	Diesel	9.9	5.6	7.2	28.5	50.4	39.2	23.7	42.0	32.6	194	F
Cadillac	BLS, MY2008 4 Door Saloon	M6	1910	Diesel	8.1	4.9	6.1	34.9	57.7	46.3	29.1	48.0	38.6	164	D
Cadillac	BLS, MY2008 4 Door Saloon	M6	1910	Diesel	7.6	4.6	5.7	37.2	61.4	49.6	31.0	51.1	41.3	151	D
Cadillac	BLS, MY2008 4 Door Saloon	A6	1910	Diesel	9.6	5.1	6.8	29.4	55.4	41.5	24.5	46.1	34.6	179	E
Cadillac	BLS, MY2008 5 Door Wagon	M6	1998	Petrol	11.5	6.4	8.3	24.6	44.1	34.0	20.5	36.7	28.3	197	F
Cadillac	BLS, MY2008 5 Door Wagon	A5	1998	Petrol	13.3	6.9	9.3	21.2	40.9	30.4	17.7	34.1	25.3	222	F
Cadillac	BLS, MY2008 5 Door Wagon	M6	1998	Petrol	11.5	6.5	8.3	24.6	43.5	34.0	20.5	36.2	28.3	199	F
Cadillac	BLS, MY2008 5 Door Wagon	A5	1998	Petrol	13.9	7.1	9.6	20.3	39.8	29.4	16.9	33.1	24.5	229	G
Cadillac	BLS, MY2008 5 Door Wagon	M6	1998	Petrol/E85 (Flex Fuel)	11.5	6.4	8.3	24.6	44.1	34.0	20.5	36.7	28.3	197	F
Cadillac	BLS, MY2008 5 Door Wagon	A5	1998	Petrol/E85 (Flex Fuel)	13.3	6.9	9.3	21.2	40.9	30.4	17.7	34.1	25.3	222	F
Cadillac	BLS, MY2008 5 Door Wagon	M6	2792	Petrol	16.2	7.5	10.7	17.4	37.7	26.4	14.5	31.4	22.0	254	G
Cadillac	BLS, MY2008 5 Door Wagon	A6	2792	Petrol	18.0	7.7	11.5	15.7	36.7	24.6	13.1	30.6	20.5	274	G
Cadillac	BLS, MY2008 5 Door Wagon	M6	1910	Diesel	8.3	5.1	6.3	34.0	55.4	44.8	28.3	46.1	37.3	167	E
Cadillac	BLS, MY2008 5 Door Wagon	A6	1910	Diesel	9.9	5.5	7.1	28.5	51.4	39.8	23.7	42.8	33.1	189	F
Cadillac	BLS, MY2008 5 Door Wagon	M6	1910	Diesel	7.8	4.8	5.9	36.2	58.9	47.9	30.1	49.0	39.9	156	D
Cadillac	BLS, MY2008 5 Door Wagon	A6	1910	Diesel	9.7	5.2	6.9	29.1	54.3	40.9	24.2	45.2	34.1	182	E
Cadillac	CTS, MY2007 4 Door Saloon	M6	2792	Petrol	17.0	8.9	11.9	16.6	31.7	23.7	13.8	26.4	19.7	284	G
Cadillac	CTS, MY2007 4 Door Saloon	A5	2792	Petrol	17.0	8.7	11.7	16.6	32.5	24.1	13.8	27.1	20.1	278	G
Cadillac	CTS, MY2007 4 Door Saloon	M6	3564	Petrol	16.2	8.5	11.4	17.4	33.2	24.8	14.5	27.6	20.7	269	G
Cadillac	CTS, MY2007 4 Door Saloon	A5	3564	Petrol	16.6	8.7	11.6	17.0	32.5	24.4	14.2	27.1	20.3	275	G
Cadillac	STS, MY2007 4 Door Saloon	A5	3564	Petrol	17.7	9.4	12.4	16.0	30.1	22.8	13.3	25.1	19.0	295	G
Cadillac	STS, MY2007 4 Door Saloon	A6	4565	Petrol	19.3	9.7	13.2	14.6	29.1	21.4	12.2	24.2	17.8	314	G
Cadillac	STS, MY2008 4 Door Saloon	A6	3564	Petrol	16.7	7.5	10.9	16.9	37.7	25.9	14.1	31.4	21.6	258	G
Cadillac	STS, MY2008 4 Door Saloon	A6	4565	Petrol	19.3	9.7	13.2	14.6	29.1	21.4	12.2	24.2	17.8	314	G
Cadillac	SRX, MY2007	A5	3564	Petrol	18.6	9.8	13.0	15.2	28.8	21.7	12.7	24.0	18.1	310	G
Cadillac	SRX, MY2007	A5	3564	Petrol	19.1	11.0	14.0	14.8	25.7	20.2	12.3	21.4	16.8	332	G
Cadillac	SRX, MY2007	A6	4565	Petrol	23.3	12.8	16.7	12.1	22.1	16.9	10.1	18.4	14.1	396	G
Cadillac	SRX, MY2008	A5	3564	Petrol	18.8	10.2	13.4	15.0	27.7	21.1	12.5	23.1	17.6	317	G
Cadillac	SRX, MY2008	A6	4565	Petrol	20.5	10.2	14.0	13.8	27.7	20.2	11.5	23.1	16.8	331	G
Cadillac	Escalade, MY2007	A6	6162	Petrol	23.0	12.3	16.2	12.3	23.0	17.4	10.2	19.2	14.5	383	G
Cadillac	Escalade, MY2008	A6	6162	Petrol	23.0	12.3	16.2	12.3	23.0	17.4	10.2	19.2	14.5	383	G
Chevrolet	Aveo	M5	1206	Petrol	7.2	4.6	5.5	39.2	61.4	51.4	32.6	51.1	42.8	132	C
Chevrolet	Aveo	M5	1399	Petrol	7.9	4.7	5.9	35.8	60.1	47.9	29.8	50.0	39.9	140	C
Chevrolet	Aveo	A4	1399	Petrol	8.6	5.1	6.4	32.8	55.4	44.1	27.3	46.1	36.7	152	D
Chevrolet	Captiva	M5	2405	Petrol	12.0	7.1	8.9	23.5	39.8	31.7	19.6	33.1	26.4	217	F
Chevrolet	Captiva	M5	1991	Diesel	8.8	6.5	7.3	32.1	43.5	38.7	26.7	36.2	32.2	195	F
Chevrolet	Captiva	M5	1991	Diesel	8.8	6.8	7.6	32.1	41.5	37.1	26.7	34.6	30.9	197	F
Chevrolet	Captiva	A5	1991	Diesel	10.7	7.3	8.6	26.4	38.7	32.8	22.0	32.2	27.3	225	F
Chevrolet	Epica	M5	1993	Petrol	11.4	6.3	8.2	24.8	44.8	34.5	20.7	37.3	28.7	205	F
Chevrolet	Epica	M5	1991	Diesel	7.5	5.3	6.1	37.7	53.3	46.3	31.4	44.4	38.6	169	E
Chevrolet	Epica	A6	1991	Diesel	10.2	6.0	7.6	27.7	47.1	37.2	23.1	39.2	31.0	210	F
Chevrolet	Kalos	M5	1150	Petrol	8.5	5.2	6.4	33.2	54.3	44.1	27.6	45.2	36.7	153	D
Chevrolet	Kalos	M5	1399	Petrol	8.9	5.4	6.7	31.7	52.3	42.1	26.4	43.5	35.1	165	D
Chevrolet	Kalos	A4	1399	Petrol	9.6	5.6	7.1	29.4	50.4	39.7	24.5	42.0	33.1	169	E
Chevrolet	Lacetti	M5	1399	Petrol	9.8	5.7	7.2	28.8	49.5	39.2	24.0	41.2	32.6	171	E
Chevrolet	Lacetti	M5	1598	Petrol	9.2	5.9	7.1	30.7	47.8	39.7	25.6	39.8	33.1	178	E
Chevrolet	Lacetti	A4	1598	Petrol	11.4	6.1	8.1	24.7	46.3	34.9	20.6	38.6	29.1	195	F
Chevrolet	Lacetti	M5	1598	Petrol	10.1	6.4	7.8	27.9	44.1	36.2	23.2	36.7	30.1	181	E
Chevrolet	Lacetti	M5	1796	Petrol	9.9	5.9	7.4	28.5	47.8	38.1	23.7	39.8	31.7	183	E
Chevrolet	Lacetti	A4	1796	Petrol	12.2	6.8	8.8	23.2	41.5	32.1	19.3	34.6	26.7	210	F
Chevrolet	Matiz	M5	796	Petrol	6.9	4.2	5.2	40.9	67.3	54.3	34.1	56.0	45.2	119	B
Chevrolet	Matiz	A4	796	Petrol	7.6	4.6	5.7	37.2	61.4	49.6	31.0	51.1	41.3	132	C
Chevrolet	Matiz	M5	995	Petrol	7.2	4.7	5.6	39.2	60.1	50.4	32.6	50.0	42.0	137	C
Chevrolet	Tacuma	M5	1598	Petrol	10.8	6.3	8.0	26.1	44.8	35.3	21.7	37.3	29.4	191	F
Chevrolet	Tacuma	A4	1998	Petrol	13.1	7.1	9.3	21.5	39.7	30.3	17.9	33.1	25.2	234	G
Chrysler Jeep	Chrysler Crossfire	M6	3199	Petrol	15.4	7.6	10.4	18.3	37.2	27.2	15.2	31.0	22.6	250	G
Chrysler Jeep	Chrysler Crossfire	A5	3199	Petrol	14.3	7.7	10.1	19.8	36.7	28.0	16.5	30.6	23.3	243	G
Chrysler Jeep	Chrysler Crossfire	A5	3199	Petrol	15.9	8.2	11.0	17.8	34.4	25.7	14.8	28.6	21.4	264	G
Chrysler Jeep	Chrysler 300C	A5	2987	Diesel	10.8	6.6	8.1	26.2	42.8	34.9	21.8	35.6	29.1	215	F
Chrysler Jeep	Chrysler 300C	A5	2987	Diesel	10.9	6.8	8.3	25.9	41.5	34.0	21.6	34.6	28.3	220	F
Chrysler Jeep	Chrysler 300C	A5	3518	Petrol	15.5	8.3	11.0	18.2	34.0	25.7	15.2	28.3	21.4	260	G
Chrysler Jeep	Chrysler 300C	A5	3518	Petrol	15.6	8.6	11.2	18.1	32.8	25.2	15.1	27.3	21.0	265	G
Chrysler Jeep	Chrysler 300C	A5	5654	Petrol	18.2	8.5	12.1	15.5	33.2	23.3	12.9	27.6	19.4	288	G
Chrysler Jeep	Chrysler 300C	A5	5654	Petrol	18.5	8.8	12.4	15.3	32.1	22.8	12.7	26.7	19.0	295	G
Chrysler Jeep	Chrysler 300C	A5	6063	Petrol	21.0	9.9	14.0	13.5	28.5	20.2	11.2	23.7	16.8	330	G
Chrysler Jeep	Chrysler 300C	A5	6063	Petrol	21.1	10.1	14.1	13.4	28.0	20.0	11.2	23.3	16.7	335	G
Chrysler Jeep	Chrysler Sebring	M6	1968	Diesel	8.2	5.1	6.2	34.4	55.4	45.6	28.6	46.1	38.0	170	E
Chrysler Jeep	Chrysler Sebring	M5	1998	Petrol	10.7	6.1	7.8	26.4	46.3	36.2	22.0	38.6	30.1	185	E
Chrysler Jeep	Chrysler Sebring	A4	2360	Petrol	12.3	6.9	8.9	23.0	40.9	31.7	19.2	34.1	26.4	211	F
Chrysler Jeep	Chrysler Sebring Convertible (2008)	M6	1968	Diesel	8.7	5.6	6.8	32.5	50.4	41.5	27.1	42.0	34.6	183	E
Chrysler Jeep	Chrysler Sebring Convertible (2008)	A6	2736	Petrol	15.2	7.7	10.5	18.6	36.7	26.9	15.5	30.6	22.4	248	G
Chrysler Jeep	Chrysler PT Cruiser	M5	2143	Diesel	8.6	5.6	6.7	32.8	50.4	42.2	27.3	42.0	35.1	177	E
Chrysler Jeep	Chrysler PT Cruiser	M5	2429	Petrol	13.0	7.3	9.4	21.7	38.7	30.1	18.1	32.2	25.1	223	F
Chrysler Jeep	Chrysler PT Cruiser	A4	2429	Petrol	13.5	8.1	10.1	20.9	34.9	28.0	17.4	29.1	23.3	240	G
Chrysler Jeep	Chrysler PT Cruiser	A4	2429	Petrol	14.2	8.1	10.4	19.9	34.9	27.2	16.6	29.1	22.6	246	G
Chrysler Jeep	Chrysler Voyager	M5	2499	Diesel	9.9	6.4	7.7	28.5	44.1	36.7	23.7	36.7	30.6	203	F
Chrysler Jeep	Chrysler Voyager	A4	2776	Diesel	11.4	6.6	9.6	25.0	32.8	29.4	20.8	27.3	24.5	221	F
Chrysler Jeep	Chrysler Voyager	M5	2429	Petrol	13.5	7.7	9.9	20.9	36.7	28.5	17.4	30.6	23.7	234	G
Chrysler Jeep	Chrysler Grand Voyager	A4	2776	Diesel	11.6	6.7	8.5	24.4	42.2	33.2	20.3	35.1	27.6	225	F
Chrysler Jeep	Chrysler Grand Voyager	A4	3301	Petrol	17.7	9.9	12.8	16.0	28.5	22.1	13.3	23.7	18.4	304	G
Chrysler Jeep	Chrysler Grand Voyager (RT)	A6	3778	Petrol	18.8	9.1	12.7	15.0	31.0	22.2	12.5	25.8	18.5	302	G
Chrysler Jeep	Jeep Cherokee	M6	2776	Diesel	12.0	7.7	9.3	23.5	36.7	30.4	19.6	30.6	25.3	246	G
Chrysler Jeep	Jeep Cherokee	A5	2776	Diesel	13.2	8.9	10.5	21.4	31.7	26.9	17.8	26.4	22.4	277	G
Chrysler Jeep	Jeep Cherokee	A4	3700	Petrol	17.0	9.0	12.0	16.6	31.9	23.5	13.8	26.6	19.6	284	G
Chrysler Jeep	Jeep Cherokee (KK) 08MY	M6	2777	Diesel	10.8	7.3	8.6	26.2	38.7	32.8	21.8	32.2	27.3	228	G
Chrysler Jeep	Jeep Cherokee (KK) 08MY	A5	2777	Diesel	12.2	7.8	9.4	23.2	36.2	30.1	19.3	30.1	25.1	250	G
Chrysler Jeep	New Jeep Grand Cherokee (June 5 On)	A5	2987	Diesel	13.1	8.6	10.2	21.6	32.8	27.7	18.0	27.3	23.1	270	G
Chrysler Jeep	New Jeep Grand Cherokee (June 5 On)	A5	5654	Petrol	21.6	12.1	15.6	13.1	23.3	18.1	10.9	19.4	15.1	371	G
Chrysler Jeep	New Jeep Grand Cherokee (June 5 On)	A5	6063	Petrol	21.8	12.7	16.1	13.0	22.2	17.5	10.8	18.5	14.6	381	G
Chrysler Jeep	Jeep Compass	M6	1968	Diesel	8.3	5.4	6.5	34.0	52.3	43.5	28.3	43.5	36.2	177	E
Chrysler Jeep	Jeep Compass	M5	2359	Petrol	11.1	7.0	8.5	25.4	40.4	33.2	21.1	33.6	27.6	202	F
Chrysler Jeep	Jeep Compass	CVT	2359	Petrol	10.8	7.4	8.7	26.2	38.2	32.5	21.8	31.8	27.1	207	F
Chrysler Jeep	Jeep Commander	A5	2987	Diesel	13.5	9.2	10.8	20.9	30.7	26.2	17.4	25.6	21.8	284	G
Chrysler Jeep	Jeep Commander	A5	5654	Petrol	21.8	12.1	15.6	13.0	23.3	18.1	10.8	19.4	15.1	377	G
Chrysler Jeep	Jeep Wrangler (JK72)	M6	2777	Diesel	12.7	8.3	9.9	22.2	34.0	28.5	18.5	28.3	23.7	263	G
Chrysler Jeep	Jeep Wrangler (JK72)	A5	2777	Diesel	12.1	8.2	9.7	23.3	34.4	29.1	19.4	28.6	24.2	255	G
Chrysler Jeep	Jeep Wrangler (JK72)	M6	3778	Petrol	18.0	9.3	12.5	15.7	30.4	22.6	13.1	25.3	18.8	296	G
Chrysler Jeep	Jeep Wrangler (JK72)	A4	3778	Petrol	16.4	8.8	11.6	17.2	32.1	24.4	14.3	26.7	20.3	275	G
Chrysler Jeep	Jeep Wrangler (JK74)	M6	2777	Diesel	13.0	8.5	10.0	21.7	33.2	28.2	18.1	27.6	23.5	268	G
Chrysler Jeep	Jeep Wrangler (JK74)	A5	2777	Diesel	12.6	8.4	9.9	22.4	33.6	28.5	18.7	28.0	23.7	263	G
Chrysler Jeep	Jeep Patriot	6MT	1968	Diesel	8.8	5.5	6.7	32.1	51.4	42.2	26.7	42.8	35.1	180	E
Chrysler Jeep	Jeep Patriot	5MT	2359	Petrol	11.3	7.2	8.7	25.0	39.2	32.5	20.8	32.6	27.1	206	F
Chrysler Jeep	Jeep Patriot	CVT	2359	Petrol	11.1	7.8	9.0	25.4	36.2	31.4	21.1	30.1	26.1	214	F
Citroen	C1	M5	998	Petrol	5.5	4.1	4.6	51.4	68.9	61.4	42.8	57.4	51.1	108	B
Citroen	C1	M5	1398	Diesel	5.3	3.4	4.1	53.3	83.1	68.9	44.4	69.2	57.4	109	B
Citroen	C2	M5	1124	Petrol	7.5	4.8	5.8	37.7	58.9	48.7	31.4	49.0	40.6	138	C
Citroen	C2	M5	1360	Petrol	7.9	4.9	6.0	35.8	57.6	47.1	29.8	48.0	39.2	143	C
Citroen	C2	A5	1360	Petrol	6.8	4.8	5.6	41.5	58.9	50.4	34.6	49.0	42.0	130	C
Citroen	C2	M5	1587	Petrol	9.3	5.4	6.9	30.4	52.3	40.9	25.3	43.5	34.1	163	D
Citroen	C2	A5	1587	Petrol	8.3	5.2	6.3	34.0	54.3	44.8	28.3	45.2	37.3	151	D
Citroen	C2	M5	1398	Diesel	5.3	3.7	4.3	53.3	76.3	65.7	44.4	63.5	54.7	113	B
Citroen	C2	M5	1560	Diesel	5.7	3.7	4.4	49.6	76.3	64.2	41.3	63.5	53.5	119	B
Citroen	C3	M5	1124	Petrol	7.6	5.0	6.0	37.2	56.5	47.1	31.0	47.0	39.2	143	C
Citroen	C3	M5	1360	Petrol	8.2	4.9	6.1	34.4	57.6	46.3	28.6	48.0	38.6	145	C
Citroen	C3	A5	1360	Petrol	6.9	4.9	5.7	40.9	57.6	49.6	34.1	48.0	41.3	135	C
Citroen	C3	M5	1587	Petrol	8.6	5.2	6.5	32.8	54.3	43.5	27.3	45.2	36.2	155	D
Citroen	C3	A4	1587	Petrol	10.1	5.5	7.2	28.0	51.4	39.2	23.3	42.8	32.6	172	E
Citroen	C3	A5	1587	Petrol	8.1	5.1	6.2	34.9	55.4	45.6	29.1	46.1	38.0	148	C
Citroen	C3	M5	1360	Petrol	9.1	5.4	6.8	31.0	52.3	41.5	25.8	43.5	34.6	163	D
Citroen	C3	A5	1587	Petrol	8.6	5.6	6.7	32.8	50.4	42.2	27.3	42.0	35.1	160	D
Citroen	C3	M5	1398	Diesel	5.3	3.8	4.4	53.3	74.3	64.2	44.4	61.9	53.5	115	B
Citroen	C3	M5	1398	Diesel	5.7	4.2	4.7	49.6	67.3	60.1	41.3	56.0	50.0	125	C
Citroen	C3	M5	1560	Diesel	5.6	3.6	4.3	50.4	78.5	65.7	42.0	65.4	54.7	115	B
Citroen	C3	M5	1560	Diesel	5.7	3.8	4.5	49.6	74.3	62.8	41.3	61.9	52.3	120	B
Citroen	C3	M5	1360	Petrol	8.1	5.0	6.2	34.9	56.5	45.6	29.1	47.0	38.0	148	C
Citroen	C4	M5	1360	Petrol	8.7	5.2	6.4	32.5	54.3	44.1	27.1	45.2	36.7	153	D
Citroen	C4	M5	1587	Petrol	9.5	5.7	7.1	29.7	49.6	39.8	24.7	41.3	33.1	169	E
Citroen	C4	A4	1587	Petrol	10.6	5.8	7.6	26.6	48.7	37.2	22.1	40.6	31.0	180	E
Citroen	C4	M5	1997	Petrol	10.7	5.8	7.6	26.4	48.7	37.2	22.0	40.6	31.0	182	E
Citroen	C4	A4	1997	Petrol	11.7	6.1	8.1	24.1	46.3	34.9	20.1	38.6	29.1	193	F
Citroen	C4	M5	1997	Petrol	11.7	6.5	8.4	24.1	43.5	33.6	20.1	36.2	28.0	200	F
Citroen	C4	M5	1560	Diesel	5.9	4.1	4.7	47.9	68.9	60.1	39.9	57.4	50.0	125	C
Citroen	C4	M5	1560	Diesel	6.1	4.0	4.8	46.3	70.6	58.8	38.6	58.8	49.0	128	C
Citroen	C4	A6	1560	Diesel	5.8	3.8	4.5	48.7	74.3	62.8	40.6	61.9	52.3	120	B
Citroen	C4	M6	1997	Diesel	7.2	4.6	5.5	39.2	61.4	51.4	32.6	51.1	42.8	145	C
Citroen	C4	A6	1997	Diesel	9.1	5.1	6.6	31.0	55.4	42.8	25.8	46.1	35.6	175	E
Citroen	C4	M5	1560	Diesel	5.8	3.8	4.5	48.7	74.3	62.8	40.6	61.9	52.3	120	B
Citroen	C5	A4	1997	Petrol	12.4	6.4	8.6	22.8	44.1	32.8	19.0	36.7	27.3	206	F
Citroen	C5	M5	1560	Diesel	6.8	4.5	5.4	41.5	62.8	52.3	34.6	52.3	43.5	139	C
Citroen	C5	M5	1560	Diesel	6.9	4.6	5.5	41.5	62.8	51.4	34.6	52.3	42.8	145	C
Citroen	C5	M6	1997	Diesel	7.8	5.0	6.0	36.2	56.5	47.1	30.1	47.0	39.2	158	D
Citroen	C5	A6	1997	Diesel	10.0	5.5	7.1	28.2	51.4	39.8	23.5	42.8	33.1	189	F
Citroen	New C5	M5	1749	Petrol	10.8	6.2	7.9	26.2	45.6	35.8	21.8	38.0	29.8	188	F
Citroen	New C5	M5	1749	Petrol	11.1	6.3	8.1	25.4	44.8	34.9	21.1	37.3	29.1	192	F
Citroen	New C5	M5	1997	Petrol	12.0	6.3	8.4	23.5	44.8	33.6	19.6	37.3	28.0	198	F
Citroen	New C5	A4	1997	Petrol	12.7	6.7	8.9	22.2	42.2	31.7	18.5	35.1	26.4	212	F
Citroen	New C5	M5	1997	Petrol	12.1	6.4	8.5	23.3	44.1	33.2	19.4	36.7	27.6	200	F
Citroen	New C5	A4	1997	Petrol	12.8	6.8	9.0	22.1	41.5	31.4	18.4	34.6	26.1	214	F
Citroen	New C5	M5	1560	Diesel	7.3	4.7	5.6	38.7	60.1	50.4	32.2	50.0	42.0	149	C
Citroen	New C5	M5	1560	Diesel	7.4	4.5	5.7	38.2	62.8	49.5	31.8	52.3	41.2	150	C
Citroen	New C5	M6	1997	Diesel	7.9	4.9	6.0	35.8	57.6	47.1	29.8	48.0	39.2	157	D
Citroen	New C5	A6	1997	Diesel	9.9	5.5	7.1	28.5	51.4	39.8	23.7	42.8	33.1	189	F
Citroen	New C5	M6	1997	Diesel	8.0	5.0	6.1	35.3	56.5	46.3	29.4	47.0	38.6	160	D
Citroen	New C5	A6	1997	Diesel	10.0	5.6	7.2	28.2	50.4	39.2	23.5	42.0	32.6	191	F
Citroen	New C5	M6	2179	Diesel	8.8	5.2	6.5	32.1	54.3	43.5	26.7	45.2	36.2	172	E
Citroen	New C5	M6	2179	Diesel	8.9	5.3	6.6	31.7	53.3	42.8	26.4	44.4	35.6	175	E
Citroen	New C5	A6	2720	Diesel	11.8	6.4	8.4	23.9	44.1	33.6	19.9	36.7	28.0	223	F
Citroen	New C5	A6	2720	Diesel	11.9	6.5	8.5	23.7	43.4	33.2	19.7	36.1	27.6	225	F
Citroen	C6	A6	2946	Petrol	16.3	8.2	11.2	17.3	34.4	25.2	14.4	28.6	21.0	266	G
Citroen	C6	M6	2179	Diesel	8.7	5.4	6.6	32.5	52.3	42.8	27.1	43.5	35.6	175	E
Citroen	C6	A6	2720	Diesel	12.0	6.8	8.7	23.5	41.5	32.5	19.6	34.6	27.1	230	G
Citroen	C8	M5	1997	Petrol	12.0	7.3	9.0	23.5	38.7	31.4	19.6	32.2	26.1	213	F
Citroen	C8	A4	1997	Petrol	13.3	7.5	9.6	21.2	37.7	29.4	17.7	31.4	24.5	229	G
Citroen	C8	M6	1997	Diesel	8.8	5.8	6.9	32.1	48.7	40.9	26.7	40.6	34.1	182	E
Citroen	C8	M6	1997	Diesel	9.0	6.0	7.1	31.4	47.1	39.8	26.1	39.2	33.1	188	F
Citroen	C8	A6	2179	Diesel	11.0	6.6	8.2	25.7	42.8	34.4	21.4	35.6	28.6	218	F
Citroen	Berlingo Multispace	M5	1360	Petrol	9.6	6.2	7.4	29.4	45.6	38.2	24.5	38.0	31.8	175	E
Citroen	Berlingo Multispace	M5	1587	Petrol	9.7	6.2	7.5	29.1	45.6	37.7	24.2	38.0	31.4	177	E
Citroen	Berlingo Multispace	M5	1560	Diesel	6.7	4.7	5.4	42.2	60.1	52.3	35.1	50.0	43.5	143	C
Citroen	Xsara Picasso	M5	1587	Petrol	9.5	6.0	7.3	29.7	47.1	38.7	24.7	39.2	32.2	172	E
Citroen	Xsara Picasso	A4	1997	Petrol	12.5	6.4	8.6	22.6	44.1	32.8	18.8	36.7	27.3	205	F
Citroen	Xsara Picasso	M5	1560	Diesel	6.5	4.3	5.1	43.5	65.7	55.4	36.2	54.7	46.1	135	C
Citroen	Xsara Picasso	M5	1560	Diesel	6.4	4.4	5.1	44.1	64.2	55.4	36.7	53.5	46.1	136	C
Citroen	C4 Picasso	M5	1749	Petrol	11.3	6.1	8.0	25.0	46.3	35.3	20.8	38.6	29.4	190	F
Citroen	C4 Picasso	A4	1997	Petrol	12.9	6.6	8.9	21.9	42.8	31.7	18.2	35.6	26.4	211	F
Citroen	C4 Picasso	A6	1997	Petrol	11.1	6.2	8.0	25.4	45.6	35.3	21.1	38.0	29.4	190	F
Citroen	C4 Picasso	M5	1560	Diesel	7.3	5.1	5.9	38.7	55.4	47.9	32.2	46.1	39.9	155	D
Citroen	C4 Picasso	A6	1560	Diesel	6.8	5.1	5.7	41.5	55.4	49.6	34.6	46.1	41.3	150	C
