Manufacturer	Transmission	Engine Capacity	Fuel Type	L/100km Urban (Cold)	L/100km Extra-Urban	L/100km Combined	mpg-UK Urban (Cold)	mpg-UK Extra-Urban	mpg-UK Combined	mpg-US Urban	mpg-US Extra-Urban	mpg-US Combined	CO 2 g/km	Green Rating
Mercedes-Benz	A5	2148	Diesel	9.2	5.3	6.8	30.7	53.3	41.5	25.6	44.4	34.6	178	E
Mercedes-Benz	M6	2496	Petrol	13.4	6.9	9.3	21.1	40.9	30.4	17.6	34.1	25.3	221	F
Mercedes-Benz	M6	2496	Petrol	13.6	7.1	9.5	20.8	39.8	29.7	17.3	33.1	24.7	226	G
Mercedes-Benz	A7	2496	Petrol	13.4	6.9	9.3	21.1	40.9	30.4	17.6	34.1	25.3	221	F
Mercedes-Benz	A7	2496	Petrol	13.6	7.1	9.5	20.8	39.8	29.7	17.3	33.1	24.7	226	G
Mercedes-Benz	A7	2996	Petrol	13.4	7.1	9.4	21.1	39.8	30.1	17.6	33.1	25.1	224	F
Mercedes-Benz	A7	2996	Petrol	13.6	7.3	9.6	20.8	38.7	29.4	17.3	32.2	24.5	229	G
Mercedes-Benz	A7	2987	Diesel	10.2	6.2	7.5	27.7	45.6	37.7	23.1	38.0	31.4	199	F
Mercedes-Benz	A7	2987	Diesel	10.5	6.5	7.8	26.9	43.5	36.2	22.4	36.2	30.1	209	F
Mercedes-Benz	A7	3498	Petrol	14.5	7.3	9.9	19.5	38.7	28.5	16.2	32.2	23.7	235	G
Mercedes-Benz	A7	3498	Petrol	14.8	7.6	10.2	19.1	37.2	27.7	15.9	31.0	23.1	242	G
Mercedes-Benz	A7	6208	Petrol	21.1	9.5	13.7	13.4	29.7	20.6	11.2	24.7	17.2	326	G
Mercedes-Benz	M6	1796	Petrol	9.5	5.4	6.9	29.7	52.3	40.9	24.7	43.5	34.1	165	D
Mercedes-Benz	M6	1796	Petrol	9.6	5.5	7.0	29.4	51.4	40.4	24.5	42.8	33.6	167	E
Mercedes-Benz	A5	1796	Petrol	10.7	5.8	7.6	26.4	48.7	37.2	22.0	40.6	31.0	180	E
Mercedes-Benz	A5	1796	Petrol	10.8	5.9	7.7	26.2	47.9	36.7	21.8	39.9	30.6	182	E
Mercedes-Benz	A5	1796	Petrol	10.9	6.0	7.8	25.9	47.1	36.2	21.6	39.2	30.1	185	E
Mercedes-Benz	M6	1796	Petrol	9.5	5.8	7.1	29.7	48.7	39.8	24.7	40.6	33.1	169	E
Mercedes-Benz	M6	1796	Petrol	9.7	6.0	7.3	29.1	47.1	38.7	24.2	39.2	32.2	174	E
Mercedes-Benz	A5	1796	Petrol	11.0	6.1	7.9	25.7	46.3	35.8	21.4	38.6	29.8	187	F
Mercedes-Benz	M6	2148	Diesel	7.7	4.5	5.7	36.7	62.8	49.6	30.6	52.3	41.3	156	D
Mercedes-Benz	M6	2148	Diesel	7.9	4.7	5.9	35.8	60.1	47.9	29.8	50.0	39.9	156	D
Mercedes-Benz	M6	2148	Diesel	8.2	4.9	6.1	34.4	57.6	46.3	28.6	48.0	38.6	160	D
Mercedes-Benz	A5	2148	Diesel	9.0	5.0	6.5	31.4	56.5	43.5	26.1	47.0	36.2	171	E
Mercedes-Benz	A5	2148	Diesel	9.1	5.1	6.6	31.0	55.4	42.8	25.8	46.1	35.6	173	E
Mercedes-Benz	A5	2148	Diesel	9.2	5.3	6.7	30.7	53.3	42.2	25.6	44.4	35.1	177	E
Mercedes-Benz	M6	2149	Diesel	7.9	4.7	5.9	35.8	60.1	47.9	29.8	50.0	39.9	156	D
Mercedes-Benz	M6	2149	Diesel	8.2	4.9	6.1	34.4	57.6	46.3	28.6	48.0	38.6	160	D
Mercedes-Benz	A5	2149	Diesel	9.1	5.1	6.6	31.0	55.4	42.8	25.8	46.1	35.6	173	E
Mercedes-Benz	A5	2149	Diesel	9.2	5.3	6.7	30.7	53.3	42.2	25.6	44.4	35.1	177	E
Mercedes-Benz	M6	2496	Petrol	13.3	6.7	9.1	21.2	42.2	31.0	17.7	35.1	25.8	216	F
Mercedes-Benz	M6	2496	Petrol	13.5	6.9	9.3	20.9	40.9	30.4	17.4	34.1	25.3	221	F
Mercedes-Benz	A7	2496	Petrol	13.1	6.8	9.1	21.6	41.5	31.0	18.0	34.6	25.8	217	F
Mercedes-Benz	A7	2496	Petrol	13.3	7.0	9.3	21.2	40.4	30.4	17.7	33.6	25.3	222	F
Mercedes-Benz	A7	2996	Petrol	13.3	6.9	9.2	21.2	40.9	30.7	17.7	34.1	25.6	219	F
Mercedes-Benz	A7	2996	Petrol	13.5	7.1	9.4	20.9	39.8	30.1	17.4	33.1	25.1	224	F
Mercedes-Benz	A7	2987	Diesel	10.0	5.9	7.3	28.2	47.9	38.7	23.5	39.9	32.2	193	F
Mercedes-Benz	A7	2987	Diesel	10.3	6.2	7.6	27.4	45.6	37.2	22.8	38.0	31.0	201	F
Mercedes-Benz	A7	3498	Petrol	13.9	7.3	9.7	20.3	38.7	29.1	16.9	32.2	24.2	232	G
Mercedes-Benz	A7	3498	Petrol	14.2	7.6	10.0	19.9	37.2	28.2	16.6	31.0	23.5	239	G
Mercedes-Benz	M6	1796	Petrol	10.7	6.1	7.8	26.4	46.3	36.2	22.0	38.6	30.1	188	F
Mercedes-Benz	M6	1796	Petrol	10.5	6.0	7.6	26.9	47.1	37.2	22.4	39.2	31.0	183	E
Mercedes-Benz	A5	1796	Petrol	11.7	6.1	8.2	24.1	46.3	34.4	20.1	38.6	28.6	193	F
Mercedes-Benz	A5	1796	Petrol	11.9	6.3	8.4	23.7	44.8	33.6	19.7	37.3	28.0	200	F
Mercedes-Benz	M6	1796	Petrol	10.9	6.3	8.0	25.9	44.8	35.3	21.6	37.3	29.4	192	F
Mercedes-Benz	M6	1796	Petrol	11.0	6.5	8.2	25.7	43.5	34.4	21.4	36.2	28.6	197	F
Mercedes-Benz	A5	1796	Petrol	12.1	6.5	8.5	23.3	43.5	33.2	19.4	36.2	27.6	202	F
Mercedes-Benz	A5	1796	Petrol	12.3	6.6	8.7	23.0	42.8	32.5	19.2	35.6	27.1	208	F
Mercedes-Benz	M6	2148	Diesel	8.6	5.3	6.5	32.8	53.3	43.5	27.3	44.4	36.2	172	E
Mercedes-Benz	M6	2148	Diesel	8.8	5.5	6.7	32.1	51.4	42.2	26.7	42.8	35.1	177	E
Mercedes-Benz	A5	2148	Diesel	9.3	5.6	6.9	30.4	50.4	40.9	25.3	42.0	34.1	183	E
Mercedes-Benz	A5	2148	Diesel	9.4	5.7	7.0	30.1	49.6	40.4	25.1	41.3	33.6	185	E
Mercedes-Benz	M6	2148	Diesel	8.9	5.3	6.6	31.7	53.3	42.8	26.4	44.4	35.6	174	E
Mercedes-Benz	M6	2148	Diesel	9.0	5.4	6.7	31.4	52.3	42.2	26.1	43.5	35.1	176	E
Mercedes-Benz	A5	2148	Diesel	9.1	5.7	6.9	31.0	49.6	40.9	25.8	41.3	34.1	183	E
Mercedes-Benz	A5	2148	Diesel	9.2	5.8	7.0	30.7	48.7	40.4	25.6	40.6	33.6	185	E
Mercedes-Benz	M6	2497	Petrol	13.5	6.8	9.3	20.9	41.5	30.4	17.4	34.6	25.3	222	F
Mercedes-Benz	M6	2497	Petrol	13.8	7.1	9.6	20.5	39.8	29.4	17.1	33.1	24.5	229	G
Mercedes-Benz	A7	2497	Petrol	13.2	7.1	9.3	21.4	39.8	30.4	17.8	33.1	25.3	222	F
Mercedes-Benz	A7	2497	Petrol	13.5	7.4	9.6	20.9	38.2	29.4	17.4	31.8	24.5	229	G
Mercedes-Benz	M6	3498	Petrol	13.7	7.0	9.5	20.6	40.4	29.7	17.2	33.6	24.7	227	G
Mercedes-Benz	M6	3498	Petrol	14.0	7.3	9.8	20.2	38.7	28.8	16.8	32.2	24.0	234	G
Mercedes-Benz	A7	5461	Petrol	18.1	8.5	12.1	15.6	33.2	23.3	13.0	27.6	19.4	288	G
Mercedes-Benz	A5	5513	Petrol	21.7	10.0	14.3	13.0	28.2	19.8	10.8	23.5	16.5	340	G
Mercedes-Benz	A7	6208	Petrol	23.2	10.2	14.9	12.2	27.7	19.0	10.2	23.1	15.8	355	G
Mercedes-Benz	A5	5980	Petrol	23.1	10.0	14.8	12.2	28.2	19.1	10.2	23.5	15.9	355	G
Mercedes-Benz	M6	1796	Petrol	9.9	5.6	7.2	28.5	50.4	39.2	23.7	42.0	32.6	170	E
Mercedes-Benz	M6	1796	Petrol	10.0	5.7	7.3	28.2	49.6	38.7	23.5	41.3	32.2	173	E
Mercedes-Benz	M6	1796	Petrol	10.2	6.2	7.6	27.7	45.6	37.2	23.1	38.0	31.0	182	E
Mercedes-Benz	A5	1796	Petrol	11.1	5.9	7.8	25.4	47.9	36.2	21.1	39.9	30.1	186	F
Mercedes-Benz	A5	1796	Petrol	11.3	6.1	8.0	25.0	46.3	35.3	20.8	38.6	29.4	190	F
Mercedes-Benz	A5	1796	Petrol	11.7	6.4	8.3	24.1	44.1	34.0	20.1	36.7	28.3	198	F
Mercedes-Benz	M6	1796	Petrol	10.0	5.8	7.3	28.2	48.7	38.7	23.5	40.6	32.2	174	E
Mercedes-Benz	M6	1796	Petrol	10.1	5.9	7.4	28.0	47.9	38.2	23.3	39.9	31.8	176	E
Mercedes-Benz	M6	1796	Petrol	10.2	6.1	7.6	27.7	46.3	37.2	23.1	38.6	31.0	181	E
Mercedes-Benz	A5	1796	Petrol	11.6	6.2	8.1	24.4	45.6	34.9	20.3	38.0	29.1	194	F
Mercedes-Benz	A5	1796	Petrol	11.8	6.4	8.3	23.9	44.1	34.0	19.9	36.7	28.3	198	F
Mercedes-Benz	A5	1796	Petrol	11.9	6.7	8.6	23.7	42.2	32.8	19.7	35.1	27.3	204	F
Mercedes-Benz	M6	2148	Diesel	7.7	4.7	5.8	36.7	60.1	48.7	30.6	50.0	40.6	152	D
Mercedes-Benz	M6	2148	Diesel	7.8	4.8	5.9	36.2	58.9	47.9	30.1	49.0	39.9	155	D
Mercedes-Benz	M6	2148	Diesel	7.9	5.1	6.1	35.8	55.4	46.3	29.8	46.1	38.6	161	D
Mercedes-Benz	A5	2148	Diesel	8.8	5.4	6.6	32.1	52.3	42.8	26.7	43.5	35.6	174	E
Mercedes-Benz	A5	2148	Diesel	9.0	5.6	6.8	31.4	50.4	41.5	26.1	42.0	34.6	179	E
Mercedes-Benz	A5	2148	Diesel	8.9	6.1	7.1	31.7	46.3	39.8	26.4	38.6	33.1	188	F
Mercedes-Benz	M6	2148	Diesel	7.8	4.8	5.9	36.2	58.9	47.9	30.1	49.0	39.9	156	D
Mercedes-Benz	M6	2148	Diesel	7.9	4.9	6.0	35.8	57.6	47.1	29.8	48.0	39.2	159	D
Mercedes-Benz	M6	2148	Diesel	8.1	5.2	6.3	34.9	54.3	44.8	29.1	45.2	37.3	166	E
Mercedes-Benz	A5	2148	Diesel	8.8	5.2	6.6	32.1	54.3	42.8	26.7	45.2	35.6	172	E
Mercedes-Benz	A5	2148	Diesel	8.9	5.3	6.7	31.7	53.3	42.2	26.4	44.4	35.1	175	E
Mercedes-Benz	A5	2148	Diesel	8.9	5.6	6.8	31.7	50.4	41.5	26.4	42.0	34.6	179	E
Mercedes-Benz	M6	2496	Petrol	13.6	7.1	9.5	20.8	39.8	29.7	17.3	33.1	24.7	225	F
Mercedes-Benz	A7	2496	Petrol	13.4	7.3	9.5	21.1	38.7	29.7	17.6	32.2	24.7	226	G
Mercedes-Benz	M6	1796	Petrol	12.2	6.5	8.6	23.2	43.5	32.8	19.3	36.2	27.3	205	F
Mercedes-Benz	M6	1796	Petrol	12.4	6.8	8.9	22.8	41.5	31.7	19.0	34.6	26.4	212	F
Mercedes-Benz	A5	1796	Petrol	12.6	6.5	8.7	22.4	43.5	32.5	18.7	36.2	27.1	207	F
Mercedes-Benz	A5	1796	Petrol	12.8	6.8	9.0	22.1	41.5	31.4	18.4	34.6	26.1	214	F
Mercedes-Benz	A7	2997	Petrol	13.3	7.0	9.3	21.2	40.4	30.4	17.7	33.6	25.3	222	F
Mercedes-Benz	A7	2997	Petrol	13.5	7.2	9.5	20.9	39.2	29.7	17.4	32.6	24.7	227	G
Mercedes-Benz	A7	2997	Petrol	13.6	7.3	9.6	20.8	38.7	29.4	17.3	32.2	24.5	229	G
Mercedes-Benz	A7	3498	Petrol	14.5	7.6	10.1	19.5	37.2	28.0	16.2	31.0	23.3	241	G
Mercedes-Benz	A7	3498	Petrol	14.6	7.7	10.2	19.3	36.7	27.7	16.1	30.6	23.1	244	G
Mercedes-Benz	A7	4966	Petrol	17.1	8.5	11.6	16.5	33.2	24.4	13.7	27.6	20.3	275	G
Mercedes-Benz	A7	4966	Petrol	17.2	8.6	11.7	16.4	32.9	24.1	13.7	27.4	20.1	278	G
Mercedes-Benz	A5	6208	Petrol	21.6	10.2	14.4	13.1	27.7	19.6	10.9	23.1	16.3	344	G
Mercedes-Benz	M6	1796	Petrol	11.9	6.2	8.3	23.7	45.6	34.0	19.7	38.0	28.3	198	F
Mercedes-Benz	M6	1796	Petrol	12.2	6.7	8.7	23.2	42.2	32.5	19.3	35.1	27.1	207	F
Mercedes-Benz	A5	1796	Petrol	12.1	6.2	8.4	23.3	45.6	33.6	19.4	38.0	28.0	200	F
Mercedes-Benz	M6	2148	Diesel	8.6	5.1	6.4	32.8	55.4	44.1	27.3	46.1	36.7	169	E
Mercedes-Benz	M6	2148	Diesel	8.8	5.2	6.5	32.1	54.3	43.5	26.7	45.2	36.2	172	E
Mercedes-Benz	A5	2148	Diesel	9.1	5.6	6.8	31.0	50.4	41.5	25.8	42.0	34.6	180	E
Mercedes-Benz	A5	2148	Diesel	9.2	5.7	6.9	30.7	49.6	40.9	25.6	41.3	34.1	183	E
Mercedes-Benz	A7	2997	Petrol	13.2	6.9	9.2	21.4	40.9	30.7	17.8	34.1	25.6	220	F
Mercedes-Benz	A7	2997	Petrol	13.4	7.1	9.4	21.1	39.8	30.1	17.6	33.1	25.1	224	F
Mercedes-Benz	A7	2987	Diesel	10.0	5.8	7.3	28.3	48.7	38.7	23.6	40.6	32.2	193	F
Mercedes-Benz	A7	2987	Diesel	10.3	6.2	7.7	27.4	45.6	36.7	22.8	38.0	30.6	205	F
Mercedes-Benz	A7	3498	Petrol	14.3	7.3	9.9	19.8	38.7	28.5	16.5	32.2	23.7	237	G
Mercedes-Benz	A7	3498	Petrol	14.4	7.4	10.0	19.6	38.2	28.2	16.3	31.8	23.5	239	G
Mercedes-Benz	A7	4966	Petrol	16.7	8.3	11.4	16.9	34.0	24.8	14.1	28.3	20.7	270	G
Mercedes-Benz	A7	4966	Petrol	16.8	8.4	11.5	16.8	33.6	24.6	14.0	28.0	20.5	273	G
Mercedes-Benz	A5	6208	Petrol	21.3	10.0	14.2	13.3	28.3	19.9	11.1	23.6	16.6	338	G
Mercedes-Benz	A7	6208	Petrol	23.3	10.8	15.3	12.1	26.2	18.5	10.1	21.8	15.4	369	G
Mercedes-Benz	A7	2987	Diesel	10.6	5.9	7.6	26.7	47.9	37.2	22.2	39.9	31.0	200	F
Mercedes-Benz	A7	2987	Diesel	10.6	5.9	7.6	26.7	47.9	37.2	22.2	39.9	31.0	202	F
Mercedes-Benz	A7	2987	Diesel	11.0	6.4	8.1	25.7	44.1	34.9	21.4	36.7	29.1	215	F
Mercedes-Benz	A7	3498	Petrol	14.3	7.8	10.1	19.8	36.2	28.0	16.5	30.1	23.3	241	G
Mercedes-Benz	A7	3498	Petrol	15.1	8.0	10.6	18.7	35.3	26.6	15.6	29.4	22.1	253	G
Mercedes-Benz	A7	3498	Petrol	13.0	7.0	9.1	21.7	40.4	31.0	18.1	33.6	25.8	217	F
Mercedes-Benz	A7	3498	Petrol	13.2	7.2	9.3	21.4	39.2	30.4	17.8	32.6	25.3	222	F
Mercedes-Benz	A7	4966	Petrol	17.0	8.5	11.6	16.6	33.2	24.4	13.8	27.6	20.3	275	G
Mercedes-Benz	A7	4966	Petrol	17.8	8.9	12.1	15.9	31.7	23.3	13.2	26.4	19.4	290	G
Mercedes-Benz	A5	5439	Petrol	20.1	9.8	13.6	14.1	28.8	20.8	11.7	24.0	17.3	326	G
Mercedes-Benz	A7	6208	Petrol	22.6	9.9	14.5	12.5	28.5	19.5	10.4	23.7	16.2	345	G
Mercedes-Benz	M6	1798	Petrol	12.4	6.7	8.9	22.8	42.2	31.7	19.0	35.1	26.4	212	F
Mercedes-Benz	M6	1798	Petrol	12.6	7.0	9.1	22.4	40.4	31.0	18.7	33.6	25.8	217	F
Mercedes-Benz	A5	1798	Petrol	12.9	6.9	9.2	21.9	40.9	30.7	18.2	34.1	25.6	219	F
Mercedes-Benz	A5	1798	Petrol	13.0	7.4	9.4	21.7	38.2	30.1	18.1	31.8	25.1	224	F
Mercedes-Benz	M6	2148	Diesel	9.6	5.6	7.1	29.4	50.4	39.8	24.5	42.0	33.1	188	F
Mercedes-Benz	A5	2148	Diesel	9.8	5.9	7.3	28.8	47.9	38.7	24.0	39.9	32.2	194	F
Mercedes-Benz	A7	2997	Petrol	13.8	7.3	9.7	20.5	38.7	29.1	17.1	32.2	24.2	232	G
Mercedes-Benz	A7	2997	Petrol	14.1	7.6	10.0	20.0	37.2	28.2	16.7	31.0	23.5	239	G
Mercedes-Benz	M6	2987	Diesel	10.0	5.6	7.2	28.2	50.4	39.2	23.5	42.0	32.6	191	F
Mercedes-Benz	M6	2987	Diesel	10.2	5.8	7.4	27.7	48.7	38.2	23.1	40.6	31.8	196	F
Mercedes-Benz	A7	2987	Diesel	11.0	6.4	8.1	25.7	42.2	34.9	21.4	35.1	29.1	215	F
Mercedes-Benz	A7	3498	Petrol	14.1	7.5	9.9	20.0	37.7	28.5	16.7	31.4	23.7	236	G
Mercedes-Benz	A7	3498	Petrol	14.6	8.0	10.4	19.4	35.3	27.2	16.2	29.4	22.6	248	G
Mercedes-Benz	A7	3498	Petrol	13.1	6.5	8.9	21.6	43.5	31.7	18.0	36.2	26.4	213	F
Mercedes-Benz	A7	3498	Petrol	13.6	7.0	9.4	20.8	40.4	30.1	17.3	33.6	25.1	248	G
Mercedes-Benz	A7	5461	Petrol	17.3	8.5	11.8	16.3	33.2	23.9	13.6	27.6	19.9	280	G
Mercedes-Benz	A5	6208	Petrol	22.6	9.9	14.5	12.5	28.5	19.5	10.4	23.7	16.2	345	G
Mercedes-Benz	M6	1798	Petrol	11.7	6.3	8.2	24.1	44.8	34.4	20.1	37.3	28.6	195	F
Mercedes-Benz	M6	1798	Petrol	11.8	6.4	8.4	23.9	44.1	33.6	19.9	36.7	28.0	200	F
Mercedes-Benz	M6	1798	Petrol	12.2	6.7	8.8	23.2	42.2	32.1	19.3	35.1	26.7	210	F
Mercedes-Benz	A5	1798	Petrol	12.1	6.5	8.5	23.4	43.5	33.2	19.5	36.2	27.6	202	F
Mercedes-Benz	A5	1798	Petrol	12.4	6.6	8.7	22.8	42.8	32.5	19.0	35.6	27.1	207	F
Mercedes-Benz	A5	1798	Petrol	12.6	6.8	8.9	22.4	41.5	31.7	18.7	34.6	26.4	212	F
Mercedes-Benz	A5	2149	Diesel	9.0	5.2	6.5	31.4	54.3	43.5	26.1	45.2	36.2	173	E
Mercedes-Benz	M6	2148	Diesel	8.7	5.0	6.3	32.5	56.5	44.8	27.1	47.0	37.3	167	E
Mercedes-Benz	A5	2148	Diesel	8.8	5.3	6.6	32.1	52.3	42.8	26.7	43.5	35.6	174	E
Mercedes-Benz	A5	2148	Diesel	9.1	5.4	6.7	31.0	52.3	42.2	25.8	43.5	35.1	177	E
Mercedes-Benz	M6	2997	Petrol	13.4	6.9	9.3	21.1	40.9	30.4	17.6	34.1	25.3	222	F
Mercedes-Benz	M6	2997	Petrol	13.6	7.1	9.5	20.8	39.8	29.7	17.3	33.1	24.7	227	G
Mercedes-Benz	A7	2997	Petrol	13.5	7.0	9.4	20.9	40.4	30.1	17.4	33.6	25.1	224	F
Mercedes-Benz	A7	2987	Diesel	10.1	5.6	7.2	28.0	50.4	39.2	23.3	42.0	32.6	191	F
Mercedes-Benz	A7	2987	Diesel	10.4	5.9	7.5	27.2	47.9	37.7	22.6	39.9	31.4	199	F
Mercedes-Benz	A7	2987	Diesel	10.3	5.6	7.3	27.4	50.4	38.7	22.8	42.0	32.2	194	F
Mercedes-Benz	A7	2987	Diesel	10.6	6.0	7.6	26.6	47.1	37.2	22.1	39.2	31.0	202	F
Mercedes-Benz	A7	2987	Diesel	10.5	5.8	7.5	26.9	48.7	37.7	22.4	40.6	31.4	202	F
Mercedes-Benz	A7	2987	Diesel	10.6	6.0	7.6	26.7	47.1	37.2	22.2	39.2	31.0	202	F
Mercedes-Benz	A5	3498	Petrol	14.0	7.2	9.7	20.2	39.2	29.1	16.8	32.6	24.2	231	G
Mercedes-Benz	A5	3498	Petrol	14.4	7.8	10.2	19.6	36.2	27.7	16.3	30.1	23.1	244	G
Mercedes-Benz	A7	3498	Petrol	13.0	6.3	8.7	21.7	44.8	32.5	18.1	37.3	27.1	208	F
Mercedes-Benz	A7	3498	Petrol	13.5	6.7	9.2	20.9	42.2	30.7	17.4	35.1	25.6	219	F
Mercedes-Benz	A7	4966	Petrol	17.3	7.5	11.1	16.3	37.7	25.4	13.6	31.4	21.1	258	G
Mercedes-Benz	A7	4966	Petrol	17.5	8.3	11.6	16.1	34.0	24.4	13.4	28.3	20.3	280	G
Mercedes-Benz	A5	5439	Petrol	19.1	9.3	12.9	14.8	30.4	21.9	12.3	25.3	18.2	310	G
Mercedes-Benz	A7	6208	Petrol	22.3	9.8	14.3	12.7	28.8	19.8	10.6	24.0	16.5	341	G
Mercedes-Benz	A7	2987	Diesel	12.3	7.4	9.2	23.0	38.2	30.7	19.2	31.8	25.6	244	G
Mercedes-Benz	A7	2987	Diesel	12.5	8.0	9.8	22.6	35.3	28.8	18.8	29.4	24.0	261	G
Mercedes-Benz	A7	2987	Diesel	12.9	8.2	10.0	21.9	34.5	28.3	18.2	28.7	23.6	264	G
Mercedes-Benz	A7	2987	Diesel	12.9	8.2	10.0	21.9	34.4	28.3	18.2	28.6	23.6	264	G
Mercedes-Benz	A7	3996	Diesel	15.6	9.2	11.6	18.1	30.7	24.4	15.1	25.6	20.3	307	G
Mercedes-Benz	A7	3996	Diesel	16.0	9.4	11.8	17.6	30.1	23.9	14.7	25.1	19.9	313	G
Mercedes-Benz	A7	5461	Petrol	19.1	10.9	13.9	14.8	25.9	20.3	12.3	21.6	16.9	331	G
Mercedes-Benz	A7	5461	Petrol	19.3	11.1	14.1	14.6	25.5	20.0	12.2	21.2	16.7	336	G
Mercedes-Benz	A7	2987	Diesel	11.8	7.6	9.1	23.9	37.2	31.0	19.9	31.0	25.8	241	G
Mercedes-Benz	A7	2987	Diesel	12.8	7.8	9.6	22.1	36.2	29.4	18.4	30.1	24.5	254	G
Mercedes-Benz	A7	2987	Diesel	11.9	7.8	9.3	23.7	36.2	30.4	19.7	30.1	25.3	245	G
Mercedes-Benz	A7	3498	Petrol	14.9	9.0	11.2	19.0	31.4	25.2	15.8	26.1	21.0	266	G
Mercedes-Benz	A7	3498	Petrol	15.1	9.2	11.4	18.7	30.7	24.8	15.6	25.6	20.7	270	G
Mercedes-Benz	A7	3498	Petrol	15.4	9.7	11.8	18.3	29.1	23.9	15.2	24.2	19.9	281	G
Mercedes-Benz	A7	3996	Diesel	14.2	8.5	10.6	19.9	33.2	26.6	16.6	27.6	22.1	279	G
Mercedes-Benz	A7	3996	Diesel	14.6	9.1	11.0	19.3	31.0	25.7	16.1	25.8	21.4	292	G
Mercedes-Benz	A7	4966	Petrol	17.6	10.0	12.8	16.1	28.2	22.1	13.4	23.5	18.4	304	G
Mercedes-Benz	A7	4966	Petrol	17.9	10.3	13.1	15.8	27.4	21.6	13.2	22.8	18.0	311	G
Mercedes-Benz	A7	6208	Petrol	24.1	12.2	16.5	11.7	23.2	17.1	9.7	19.3	14.2	392	G
Mercedes-Benz	A7	2987	Diesel	11.6	7.5	9.0	24.4	37.4	31.4	20.3	31.1	26.1	238	G
Mercedes-Benz	A7	2987	Diesel	12.2	7.6	9.3	23.2	37.2	30.4	19.3	31.0	25.3	246	G
Mercedes-Benz	A7	2987	Diesel	12.5	7.8	9.5	22.6	36.2	29.7	18.8	30.1	24.7	253	G
Mercedes-Benz	A7	3498	Petrol	15.5	9.0	11.4	18.2	31.4	24.8	15.2	26.1	20.7	271	G
Mercedes-Benz	A7	3498	Petrol	15.7	9.2	11.6	18.0	30.7	24.4	15.0	25.6	20.3	276	G
Mercedes-Benz	A7	3498	Petrol	15.6	9.1	11.5	18.1	31.0	24.6	15.1	25.8	20.5	274	G
Mercedes-Benz	A7	3498	Petrol	15.8	9.3	11.7	17.9	30.4	24.1	14.9	25.3	20.1	279	G
Mercedes-Benz	A7	4966	Petrol	18.6	10.1	13.3	15.2	28.0	21.2	12.7	23.3	17.7	317	G
Mercedes-Benz	A7	4966	Petrol	19.1	10.4	13.6	14.8	27.2	20.8	12.3	22.6	17.3	324	G
Mercedes-Benz	A7	4966	Petrol	19.5	10.6	13.9	14.5	26.7	20.3	12.1	22.2	16.9	331	G
Mercedes-Benz	A7	4966	Petrol	19.5	10.6	13.9	14.5	26.6	20.3	12.1	22.1	16.9	331	G
Mercedes-Benz	A7	6208	Petrol	24.1	11.8	16.3	11.7	23.9	17.3	9.7	19.9	14.4	387	G
Mercedes-Benz	A7	2996	Petrol	14.1	7.6	9.9	20.0	37.2	28.5	16.7	31.0	23.7	237	G
Mercedes-Benz	A7	2996	Petrol	14.3	7.8	10.1	19.8	36.2	28.0	16.5	30.1	23.3	242	G
Mercedes-Benz	A7	2987	Diesel	11.7	6.5	8.4	24.1	43.5	33.6	20.1	36.2	28.0	223	F
Mercedes-Benz	A7	2987	Diesel	11.9	6.7	8.6	23.7	42.2	32.8	19.7	35.1	27.3	228	G
Mercedes-Benz	A7	3498	Petrol	14.5	7.7	10.1	19.5	36.7	28.0	16.2	30.6	23.3	242	G
Mercedes-Benz	A7	3498	Petrol	14.7	7.9	10.3	19.2	35.8	27.4	16.0	29.8	22.8	247	G
Mercedes-Benz	A7	5462	Petrol	17.5	8.6	11.8	16.1	32.8	23.9	13.4	27.3	19.9	281	G
Mercedes-Benz	A7	5462	Petrol	17.7	8.8	12.0	16.0	32.1	23.5	13.3	26.7	19.6	286	G
Mercedes-Benz	A5	5514	Petrol	21.7	10.0	14.3	13.0	28.2	19.8	10.8	23.5	16.5	340	G
Mercedes-Benz	A5	5980	Petrol	23.1	10.0	14.8	12.2	28.3	19.1	10.2	23.6	15.9	355	G
Mercedes-Benz	A7	6209	Petrol	23.2	10.2	14.9	12.2	27.7	19.0	10.2	23.1	15.8	355	G
Mercedes-Benz	A7	2987	Diesel	11.6	6.4	8.3	24.4	44.1	34.0	20.3	36.7	28.3	220	F
Mercedes-Benz	A7	2987	Diesel	11.8	6.6	8.5	23.9	42.8	33.2	19.9	35.6	27.6	225	F
Mercedes-Benz	A7	5462	Petrol	17.4	8.5	11.7	16.2	33.2	24.1	13.5	27.6	20.1	279	G
Mercedes-Benz	A7	5462	Petrol	17.6	8.7	11.9	16.1	32.5	23.7	13.4	27.1	19.7	283	G
Mercedes-Benz	A7	3498	Petrol	14.8	7.7	10.3	19.1	36.7	27.4	15.9	30.6	22.8	246	G
Mercedes-Benz	A7	5461	Petrol	18.2	8.8	12.2	15.5	32.1	23.2	12.9	26.7	19.3	291	G
Mercedes-Benz	A5	5513	Petrol	22.0	9.9	14.4	12.8	28.5	19.6	10.7	23.7	16.3	340	G
Mercedes-Benz	A5	5439	Petrol	20.3	9.6	13.5	13.9	29.4	20.9	11.6	24.5	17.4	324	G
Mercedes-Benz	A5	5980	Petrol	23.4	10.4	15.1	12.1	27.2	18.7	10.1	22.6	15.6	362	G
