Manufacturer	Model	Transmission	Engine Capacity	Fuel Type	L/100km Urban (Cold)	L/100km Extra-Urban	L/100km Combined	mpg-UK Urban (Cold)	mpg-UK Extra-Urban	mpg-UK Combined	mpg-US Urban	mpg-US Extra-Urban	mpg-US Combined	CO 2 g/km	Green Rating
Saab	9-5 MY2007 4 Door Saloon	M5	2290	Petrol	12.8	6.6	8.9	22.1	42.8	31.7	18.4	35.6	26.4	212	F
Saab	9-5 MY2007 4 Door Saloon	A5	2290	Petrol	14.8	7.2	10.0	19.1	39.2	28.2	15.9	32.6	23.5	238	G
Saab	9-5 MY2007 4 Door Saloon	M5	2290	Petrol/E85 (Flex Fuel)	12.8	6.6	8.9	22.1	42.8	31.7	18.4	35.6	26.4	212	F
Saab	9-5 MY2007 4 Door Saloon	A5	2290	Petrol/E85 (Flex Fuel)	14.8	7.2	10.0	19.1	39.2	28.2	15.9	32.6	23.5	238	G
Saab	9-5 MY2007 4 Door Saloon	M5	2290	Petrol	12.9	6.6	8.9	21.9	42.8	31.7	18.2	35.6	26.4	213	F
Saab	9-5 MY2007 4 Door Saloon	A5	2290	Petrol	15.4	7.1	10.2	18.3	39.8	27.7	15.2	33.1	23.1	244	G
Saab	9-5 MY2007 4 Door Saloon	M5	1910	Diesel	8.6	5.2	6.4	32.8	54.3	44.1	27.3	45.2	36.7	174	E
Saab	9-5 MY2007 4 Door Saloon	A5	1910	Diesel	10.2	5.7	7.4	27.7	49.6	38.2	23.1	41.3	31.8	199	F
Saab	9-5 MY2007 5 Door Estate	M5	1985	Petrol	12.5	6.9	9.0	22.6	40.9	31.4	18.8	34.1	26.1	214	F
Saab	9-5 MY2007 5 Door Estate	A5	1985	Petrol	15.1	7.9	10.6	18.7	35.7	26.6	15.6	29.7	22.1	251	G
Saab	9-5 MY2007 5 Door Estate	M5	1985	Petrol/E85 (Flex Fuel)	12.5	6.9	9.0	22.6	40.9	31.4	18.8	34.1	26.1	214	F
Saab	9-5 MY2007 5 Door Estate	A5	1985	Petrol/E85 (Flex Fuel)	15.1	7.9	10.6	18.7	35.7	26.6	15.6	29.7	22.1	251	G
Saab	9-5 MY2007 5 Door Estate	M5	2290	Petrol	13.0	6.8	9.1	21.7	41.5	31.0	18.1	34.6	25.8	217	F
Saab	9-5 MY2007 5 Door Estate	A5	2290	Petrol	15.1	7.6	10.3	18.7	37.2	27.4	15.6	31.0	22.8	246	G
Saab	9-5 MY2007 5 Door Estate	M5	2290	Petrol/E85 (Flex Fuel)	13.0	6.8	9.1	21.7	41.5	31.0	18.1	34.6	25.8	217	F
Saab	9-5 MY2007 5 Door Estate	A5	2290	Petrol/E85 (Flex Fuel)	15.1	7.6	10.3	18.7	37.2	27.4	15.6	31.0	22.8	246	G
Saab	9-5 MY2007 5 Door Estate	M5	2290	Petrol	12.4	6.8	8.9	22.8	41.5	31.7	19.0	34.6	26.4	214	F
Saab	9-5 MY2007 5 Door Estate	A5	2290	Petrol	15.4	7.1	10.2	18.3	39.8	27.7	15.2	33.1	23.1	244	G
Saab	9-5 MY2007 5 Door Estate	M5	1910	Diesel	9.0	5.6	6.8	31.4	50.4	41.5	26.1	42.0	34.6	184	E
Saab	9-5 MY2007 5 Door Estate	A5	1910	Diesel	10.4	5.9	7.6	27.2	47.9	37.2	22.6	39.9	31.0	204	F
Saab	9-5 MY2008 4 Door Saloon	M5	1985	Petrol	12.1	6.6	8.6	23.3	42.8	32.8	19.4	35.6	27.3	204	F
Saab	9-5 MY2008 4 Door Saloon	A5	1985	Petrol	14.9	7.6	10.3	19.0	37.2	27.4	15.8	31.0	22.8	244	G
Saab	9-5 MY2008 4 Door Saloon	M5	1985	Petrol/E85 (Flex Fuel)	12.1	6.6	8.6	23.3	42.8	32.8	19.4	35.6	27.3	204	F
Saab	9-5 MY2008 4 Door Saloon	A5	1985	Petrol/E85 (Flex Fuel)	14.9	7.6	10.3	19.0	37.2	27.4	15.8	31.0	22.8	244	G
Saab	9-5 MY2008 4 Door Saloon	M5	2290	Petrol	12.8	6.6	8.9	22.1	42.8	31.7	18.4	35.6	26.4	212	F
Saab	9-5 MY2008 4 Door Saloon	A5	2290	Petrol	14.8	7.2	10.0	19.1	39.2	28.2	15.9	32.6	23.5	238	G
Saab	9-5 MY2008 4 Door Saloon	M5	2290	Petrol/E85 (Flex Fuel)	12.8	6.6	8.9	22.1	42.8	31.7	18.4	35.6	26.4	212	F
Saab	9-5 MY2008 4 Door Saloon	A5	2290	Petrol/E85 (Flex Fuel)	14.8	7.2	10.0	19.1	39.2	28.2	15.9	32.6	23.5	238	G
Saab	9-5 MY2008 4 Door Saloon	M5	2290	Petrol	12.9	6.6	8.9	21.9	42.8	31.7	18.2	35.6	26.4	213	F
Saab	9-5 MY2008 4 Door Saloon	A5	2290	Petrol	15.4	7.1	10.2	18.3	39.8	27.7	15.2	33.1	23.1	244	G
Saab	9-5 MY2008 4 Door Saloon	M5	1910	Diesel	8.6	5.2	6.4	32.8	54.3	44.1	27.3	45.2	36.7	174	E
Saab	9-5 MY2008 4 Door Saloon	A5	1910	Diesel	10.2	5.7	7.4	27.7	49.6	38.2	23.1	41.3	31.8	199	F
Saab	9-5 MY2008 5 Door Estate	M5	1985	Petrol	12.5	6.9	9.0	22.6	40.9	31.4	18.8	34.1	26.1	214	F
Saab	9-5 MY2008 5 Door Estate	A5	1985	Petrol	15.1	7.9	10.6	18.7	35.8	26.6	15.6	29.8	22.1	251	G
Saab	9-5 MY2008 5 Door Estate	M5	1985	Petrol/E85 (Flex Fuel)	12.5	6.9	9.0	22.6	40.9	31.4	18.8	34.1	26.1	214	F
Saab	9-5 MY2008 5 Door Estate	A5	1985	Petrol/E85 (Flex Fuel)	15.1	7.9	10.6	18.7	35.8	26.6	15.6	29.8	22.1	251	G
Saab	9-5 MY2008 5 Door Estate	M5	2290	Petrol	13.0	6.8	9.1	21.7	41.5	31.0	18.1	34.6	25.8	217	F
Saab	9-5 MY2008 5 Door Estate	A5	2290	Petrol	15.1	7.6	10.3	18.7	37.2	27.4	15.6	31.0	22.8	246	G
Saab	9-5 MY2008 5 Door Estate	M5	2290	Petrol/E85 (Flex Fuel)	13.0	6.8	9.1	21.7	41.5	31.0	18.1	34.6	25.8	217	F
Saab	9-5 MY2008 5 Door Estate	A5	2290	Petrol/E85 (Flex Fuel)	15.1	7.6	10.3	18.7	37.2	27.4	15.6	31.0	22.8	246	G
Saab	9-5 MY2008 5 Door Estate	M5	2290	Petrol	12.4	6.8	8.9	22.8	41.5	31.7	19.0	34.6	26.4	214	F
Saab	9-5 MY2008 5 Door Estate	A5	2290	Petrol	15.4	7.1	10.2	18.3	39.8	27.7	15.2	33.1	23.1	244	G
Saab	9-5 MY2008 5 Door Estate	M5	1910	Diesel	9.0	5.6	6.8	31.4	50.4	41.5	26.1	42.0	34.6	184	E
Saab	9-5 MY2008 5 Door Estate	A5	1910	Diesel	10.4	5.9	7.6	27.2	47.9	37.2	22.6	39.9	31.0	204	F
SEAT	Ibiza	M5	1198	Petrol	7.8	5.1	5.9	36.2	55.4	47.9	30.1	46.1	39.9	139	C
SEAT	Ibiza	A4	1390	Petrol	10.2	5.9	7.5	27.7	47.9	37.7	23.1	39.9	31.4	178	E
SEAT	Ibiza	M5	1390	Petrol	8.6	5.3	6.5	32.8	53.3	43.5	27.3	44.4	36.2	154	D
SEAT	Ibiza	M6	1390	Petrol	8.9	5.3	6.6	31.7	53.3	42.8	26.4	44.4	35.6	154	D
SEAT	Ibiza	M5	1781	Petrol	10.8	6.0	7.8	26.2	47.1	36.2	21.8	39.2	30.1	180	E
SEAT	Ibiza	M6	1781	Petrol	10.9	6.1	7.9	25.9	46.3	35.8	21.6	38.6	29.8	180	E
SEAT	Ibiza	M5	1422	Diesel	5.7	4.1	4.6	49.6	68.9	61.4	41.3	57.4	51.1	119	B
SEAT	Ibiza	M5	1422	Diesel	4.9	3.2	3.8	57.6	88.3	74.3	48.0	73.5	61.9	99	A
SEAT	Ibiza	M5	1896	Diesel	6.4	4.0	4.9	44.1	70.6	57.6	36.7	58.8	48.0	132	C
SEAT	Ibiza	M6	1896	Diesel	6.8	4.3	5.2	41.5	65.7	54.3	34.6	54.7	45.2	139	C
SEAT	Ibiza	M6	1896	Diesel	7.1	4.6	5.5	39.8	61.4	51.4	33.1	51.1	42.8	146	C
SEAT	Leon	M6	1390	Petrol	8.4	5.4	6.5	33.6	52.3	43.5	28.0	43.5	36.2	155	D
SEAT	Leon	M5	1595	Petrol	10.4	6.0	7.6	27.2	47.1	37.2	22.6	39.2	31.0	180	E
SEAT	Leon	M6	1984	Petrol	11.3	6.4	8.2	25.0	44.1	34.4	20.8	36.7	28.6	197	F
SEAT	Leon	A6	1984	Petrol	12.0	6.3	8.4	23.5	44.8	33.6	19.6	37.3	28.0	200	F
SEAT	Leon	M6	1984	Petrol	11.0	6.2	7.9	25.7	45.6	35.8	21.4	38.0	29.8	190	F
SEAT	Leon	D6	1984	Petrol	10.9	6.3	7.9	25.9	44.8	35.8	21.6	37.3	29.8	190	F
SEAT	Leon	M6	1984	Petrol	11.4	6.5	8.3	24.8	43.5	34.0	20.7	36.2	28.3	199	F
SEAT	Leon	M5	1896	Diesel	6.5	4.3	5.0	43.5	65.7	56.5	36.2	54.7	47.0	135	C
SEAT	Leon	M6	1968	Diesel	7.4	4.6	5.6	38.2	61.4	50.4	31.8	51.1	42.0	147	C
SEAT	Leon	D6	1968	Diesel	7.3	4.9	5.8	38.7	57.6	48.7	32.2	48.0	40.6	157	D
SEAT	Leon	M6	1968	Diesel	7.5	4.7	5.7	37.7	60.1	49.6	31.4	50.0	41.3	154	D
SEAT	Leon	D6	1968	Diesel	7.9	5.2	6.3	35.8	54.3	44.8	29.8	45.2	37.3	169	E
SEAT	Leon	M6	1968	Diesel	7.8	5.0	6.0	36.2	56.5	47.1	30.1	47.0	39.2	159	D
SEAT	Altea	M5	1595	Petrol	10.5	6.1	7.7	26.9	46.3	36.7	22.4	38.6	30.6	185	E
SEAT	Altea	M6	1984	Petrol	11.4	6.6	8.3	24.8	42.8	34.0	20.7	35.6	28.3	200	F
SEAT	Altea	A6	1984	Petrol	12.7	6.7	8.9	22.2	42.2	31.7	18.5	35.1	26.4	214	F
SEAT	Altea	M6	1984	Petrol	10.9	6.6	8.0	25.9	42.8	35.3	21.6	35.6	29.4	191	F
SEAT	Altea	D6	1984	Petrol	11.2	6.4	8.1	25.2	44.1	34.9	21.0	36.7	29.1	194	F
SEAT	Altea	M5	1896	Diesel	6.9	4.5	5.4	40.9	62.8	52.3	34.1	52.3	43.5	146	C
SEAT	Altea	D6	1896	Diesel	7.7	5.0	6.0	36.7	56.5	47.1	30.6	47.0	39.2	159	D
SEAT	Altea	M6	1968	Diesel	7.6	4.7	5.8	37.2	60.1	48.7	31.0	50.0	40.6	157	D
SEAT	Altea	D6	1968	Diesel	7.7	5.1	6.0	36.7	55.4	47.1	30.6	46.1	39.2	160	D
SEAT	Altea	M6	1968	Diesel	8.0	5.2	6.2	35.3	54.3	45.6	29.4	45.2	38.0	167	E
SEAT	Altea XL	M5	1595	Petrol	10.6	6.2	7.8	26.6	45.6	36.2	22.1	38.0	30.1	187	F
SEAT	Altea XL	A6	1781	Petrol	10.5	6.2	7.7	26.9	45.6	36.7	22.4	38.0	30.6	183	E
SEAT	Altea XL	A6	1984	Petrol	12.7	6.7	8.9	22.2	42.2	31.7	18.5	35.1	26.4	214	F
SEAT	Altea XL	M6	1984	Petrol	11.1	6.6	8.1	25.4	42.8	34.9	21.1	35.6	29.1	194	F
SEAT	Altea XL	M5	1896	Diesel	6.9	4.5	5.4	40.9	62.8	52.3	34.1	52.3	43.5	146	C
SEAT	Altea XL	D6	1896	Diesel	7.7	5.0	6.0	36.7	56.5	47.1	30.6	47.0	39.2	159	D
SEAT	Altea XL	M6	1968	Diesel	7.7	4.8	5.9	36.7	58.9	47.9	30.6	49.0	39.9	157	D
SEAT	Altea XL	D6	1968	Diesel	7.7	5.1	6.0	36.7	55.4	47.1	30.6	46.1	39.2	160	D
SEAT	Altea XL	M6	1968	Diesel	8.1	5.3	6.3	34.9	53.3	44.8	29.1	44.4	37.3	168	E
SEAT	Altea Freetrack	M6	1984	Petrol	11.3	6.5	8.2	25.0	43.5	34.4	20.8	36.2	28.6	197	F
SEAT	Altea Freetrack	QM6	1984	Diesel	8.5	5.7	6.8	33.2	49.6	41.5	27.6	41.3	34.6	179	E
SEAT	Toledo	M5	1595	Petrol	10.5	6.1	7.7	26.9	46.3	36.7	22.4	38.6	30.6	185	E
SEAT	Toledo	M5	1896	Diesel	6.9	4.5	5.4	40.9	62.8	52.3	34.1	52.3	43.5	146	C
SEAT	Toledo	M6	1968	Diesel	7.6	4.8	5.9	37.2	58.9	47.9	31.0	49.0	39.9	157	D
SEAT	Toledo	D6	1968	Diesel	7.7	5.1	6.0	36.7	55.4	47.1	30.6	46.1	39.2	160	D
SEAT	Alhambra	M6	1984	Petrol	12.8	7.4	9.4	22.1	38.2	30.1	18.4	31.8	25.1	223	F
SEAT	Alhambra	M6	1896	Diesel	8.0	5.6	6.5	35.3	50.4	43.5	29.4	42.0	36.2	172	E
SEAT	Alhambra	A6	1896	Diesel	10.0	5.9	7.4	28.2	47.9	38.2	23.5	39.9	31.8	196	F
SEAT	Alhambra	M6	1968	Diesel	8.3	5.7	6.6	34.0	49.6	42.8	28.3	41.3	35.6	175	E
Skoda	Fabia Hatchback	M5	1198	Petrol	7.7	4.8	5.9	36.7	58.9	47.9	30.6	49.0	39.9	140	C
Skoda	Fabia Hatchback	M5	1198	Petrol	7.7	4.9	5.9	36.7	57.6	47.9	30.6	48.0	39.9	140	C
Skoda	Fabia Hatchback	A4	1390	Petrol	10.3	6.0	7.6	27.4	47.1	37.2	22.8	39.2	31.0	182	E
Skoda	Fabia Hatchback	M5	1390	Petrol	8.9	5.3	6.6	31.7	53.3	42.8	26.4	44.4	35.6	158	D
Skoda	Fabia Hatchback	M5	1422	Diesel	5.9	4.1	4.7	47.9	68.9	60.1	39.9	57.4	50.0	124	C
Skoda	Fabia Hatchback	M5	1422	Diesel	5.7	4.1	4.6	49.6	68.9	61.4	41.3	57.4	51.1	120	B
Skoda	Fabia Hatchback	M5	1896	Diesel	6.4	4.0	4.9	44.1	70.6	57.6	36.7	58.8	48.0	129	C
Skoda	Fabia Hatchback	M6	1896	Diesel	6.9	4.4	5.3	40.9	64.2	53.3	34.1	53.5	44.4	140	C
Skoda	Fabia Estate	M5	1198	Petrol	7.9	5.1	6.1	35.8	55.4	46.3	29.8	46.1	38.6	145	C
Skoda	Fabia Estate	A4	1390	Petrol	10.3	6.0	7.6	27.4	47.1	37.2	22.8	39.2	31.0	182	E
Skoda	Fabia Estate	M5	1390	Petrol	8.6	5.3	6.5	32.8	53.3	43.5	27.3	44.4	36.2	154	D
Skoda	Fabia Estate	M5	1390	Petrol	8.9	5.3	6.6	31.7	53.3	42.8	26.4	44.4	35.6	158	D
Skoda	Fabia Estate	M5	1390	Petrol	9.1	5.5	6.8	31.0	51.4	41.5	25.8	42.8	34.6	163	D
Skoda	Fabia Estate	M5	1422	Diesel	5.9	4.1	4.7	47.9	68.9	60.1	39.9	57.4	50.0	124	C
Skoda	Fabia Estate	M5	1422	Diesel	5.7	4.1	4.6	49.6	68.9	61.4	41.3	57.4	51.1	120	B
Skoda	Fabia Estate	M5	1896	Diesel	6.4	4.0	4.9	44.1	70.6	57.6	36.7	58.8	48.0	129	C
Skoda	New Fabia	M5	1198	Petrol	7.8	4.8	5.9	36.2	58.9	47.9	30.1	49.0	39.9	140	C
Skoda	New Fabia	M5	1198	Petrol	7.7	4.9	5.9	36.7	57.6	47.9	30.6	48.0	39.9	140	C
Skoda	New Fabia	M5	1390	Petrol	8.6	5.3	6.5	32.8	53.3	43.5	27.3	44.4	36.2	155	D
Skoda	New Fabia	M5	1598	Petrol	9.1	5.6	6.9	31.0	50.4	40.9	25.8	42.0	34.1	165	D
Skoda	New Fabia	A6	1598	Petrol	10.2	6.0	7.5	27.7	47.1	37.7	23.1	39.2	31.4	180	E
Skoda	New Fabia	M5	1422	Diesel	6.0	4.2	4.8	47.1	67.3	58.9	39.2	56.0	49.0	127	C
Skoda	New Fabia	M5	1422	Diesel	5.7	4.0	4.6	49.6	70.6	61.4	41.3	58.8	51.1	120	B
Skoda	New Fabia	M5	1896	Diesel	6.4	4.1	4.9	44.1	68.9	57.6	36.7	57.4	48.0	129	C
Skoda	New Fabia Estate	M5	1198	Petrol	7.7	4.9	5.9	36.7	57.6	47.9	30.6	48.0	39.9	140	C
Skoda	New Fabia Estate	M5	1390	Petrol	8.6	5.3	6.5	32.8	53.3	43.5	27.3	44.4	36.2	155	D
Skoda	New Fabia Estate	M5	1598	Petrol	9.1	5.6	6.9	31.0	50.4	40.9	25.8	42.0	34.1	165	D
Skoda	New Fabia Estate	A6	1598	Petrol	10.2	6.0	7.5	27.7	47.1	37.7	23.1	39.2	31.4	180	E
Skoda	New Fabia Estate	M5	1422	Diesel	6.0	4.2	4.8	47.1	67.3	58.9	39.2	56.0	49.0	127	C
Skoda	New Fabia Estate	M5	1422	Diesel	5.7	4.0	4.6	49.6	70.6	61.4	41.3	58.8	51.1	120	B
Skoda	New Fabia Estate	M5	1422	Diesel	5.3	3.4	4.1	53.3	83.1	68.9	44.4	69.2	57.4	109	B
Skoda	New Fabia Estate	M5	1896	Diesel	6.4	4.1	4.9	44.1	68.9	57.6	36.7	57.4	48.0	129	C
Skoda	New Fabia Estate	M5	1896	Diesel	6.5	4.1	5.1	43.5	68.9	55.4	36.2	57.4	46.1	135	C
Skoda	Octavia Hatchback	M5	1390	Petrol	9.6	5.6	7.0	29.4	50.4	40.4	24.5	42.0	33.6	167	E
Skoda	Octavia Hatchback	M5	1598	Petrol	8.7	5.4	6.6	32.5	52.3	42.8	27.1	43.5	35.6	158	D
Skoda	Octavia Hatchback	A6	1598	Petrol	10.6	5.9	7.6	26.6	47.9	37.2	22.1	39.9	31.0	181	E
Skoda	Octavia Hatchback	M6	1798	Petrol	10.1	5.9	7.4	28.0	47.9	38.2	23.3	39.9	31.8	176	E
Skoda	Octavia Hatchback	M6	1984	Petrol	10.4	6.0	7.6	27.2	47.1	37.2	22.6	39.2	31.0	181	E
Skoda	Octavia Hatchback	A6	1984	Petrol	11.8	6.3	8.3	23.9	44.8	34.0	19.9	37.3	28.3	198	F
Skoda	Octavia Hatchback	M6	1984	Petrol	10.9	6.2	7.9	25.9	45.6	35.8	21.6	38.0	29.8	188	F
Skoda	Octavia Hatchback	M5	1896	Diesel	6.3	4.2	4.9	44.8	67.3	57.6	37.3	56.0	48.0	130	C
Skoda	Octavia Hatchback	M5	1896	Diesel	6.4	4.4	5.1	44.1	64.2	55.4	36.7	53.5	46.1	135	C
Skoda	Octavia Hatchback	D6	1896	Diesel	7.8	5.1	6.1	36.2	55.4	46.3	30.1	46.1	38.6	161	D
Skoda	Octavia Hatchback	M6	1968	Diesel	7.0	4.7	5.5	40.4	60.1	51.4	33.6	50.0	42.8	145	C
Skoda	Octavia Hatchback	M6	1968	Diesel	7.2	4.8	5.7	39.2	58.9	49.6	32.6	49.0	41.3	150	C
Skoda	Octavia Hatchback	D6	1968	Diesel	7.9	4.9	6.0	35.8	57.6	47.1	29.8	48.0	39.2	158	D
Skoda	Octavia Hatchback	D6	1968	Diesel	7.8	4.8	5.9	36.2	58.9	47.9	30.1	49.0	39.9	156	D
Skoda	Octavia Hatchback	M6	1968	Diesel	7.7	4.6	5.7	36.7	61.4	49.6	30.6	51.1	41.3	151	D
Skoda	Octavia Estate	M5	1598	Petrol	8.7	5.4	6.6	32.5	52.3	42.8	27.1	43.5	35.6	158	D
Skoda	Octavia Estate	A6	1598	Petrol	10.6	5.9	7.6	26.6	47.9	37.2	22.1	39.9	31.0	181	E
Skoda	Octavia Estate	M6	1798	Petrol	10.1	5.9	7.4	28.0	47.9	38.2	23.3	39.9	31.8	176	E
Skoda	Octavia Estate	M6	1984	Petrol	10.6	6.2	7.8	26.6	45.6	36.2	22.1	38.0	30.1	186	F
Skoda	Octavia Estate	A6	1984	Petrol	11.8	6.3	8.3	23.9	44.8	34.0	19.9	37.3	28.3	198	F
Skoda	Octavia Estate	QM6	1968	Petrol	11.7	6.8	8.6	24.1	41.5	32.8	20.1	34.6	27.3	205	F
Skoda	Octavia Estate	M6	1984	Petrol	10.9	6.2	7.9	25.9	45.6	35.8	21.6	38.0	29.8	188	F
Skoda	Octavia Estate	M5	1896	Diesel	6.5	4.5	5.2	43.5	62.8	54.3	36.2	52.3	45.2	137	C
Skoda	Octavia Estate	D6	1896	Diesel	6.6	4.6	5.3	42.8	61.4	53.3	35.6	51.1	44.4	140	C
Skoda	Octavia Estate	D6	1896	Diesel	7.7	5.0	5.9	36.7	56.5	47.9	30.6	47.0	39.9	156	D
Skoda	Octavia Estate	D6	1896	Diesel	7.8	5.1	6.1	36.2	55.4	46.3	30.1	46.1	38.6	161	D
Skoda	Octavia Estate	QM6	1896	Diesel	7.7	4.9	6.0	36.7	57.8	47.1	30.6	48.1	39.2	159	D
Skoda	Octavia Estate	QM6	1896	Diesel	7.8	5.0	6.0	36.2	56.5	47.1	30.1	47.0	39.2	158	D
Skoda	Octavia Estate	M6	1968	Diesel	7.0	4.7	5.5	40.4	60.1	51.4	33.6	50.0	42.8	145	C
Skoda	Octavia Estate	M6	1968	Diesel	7.2	4.8	5.7	39.2	58.9	49.6	32.6	49.0	41.3	150	C
Skoda	Octavia Estate	D6	1968	Diesel	7.9	4.9	6.0	35.8	57.6	47.1	29.8	48.0	39.2	158	D
Skoda	Octavia Estate	D6	1968	Diesel	7.8	4.8	5.9	36.2	58.9	47.9	30.1	49.0	39.9	156	D
Skoda	Octavia Estate	QM6	1968	Diesel	8.0	5.3	6.3	35.3	53.3	44.8	29.4	44.4	37.3	166	E
Skoda	Octavia Estate	M6	1968	Diesel	7.9	4.8	5.9	35.8	58.9	47.9	29.8	49.0	39.9	156	D
Skoda	Octavia Scout 4x4	QM6	1968	Petrol	11.9	6.9	8.7	23.7	40.9	32.5	19.7	34.1	27.1	207	F
Skoda	Octavia Scout 4x4	QM6	1968	Diesel	8.0	5.4	6.4	35.3	52.3	44.1	29.4	43.5	36.7	173	E
Skoda	Superb	M5	1781	Petrol	11.5	6.5	8.3	24.6	43.5	34.0	20.5	36.2	28.3	199	F
Skoda	Superb	A6	1781	Petrol	13.5	7.1	9.5	20.9	39.8	29.7	17.4	33.1	24.7	228	G
Skoda	Superb	M5	1984	Petrol	11.9	6.4	8.5	23.7	44.1	33.2	19.7	36.7	27.6	204	F
Skoda	Superb	M5	2771	Petrol	14.0	7.1	9.6	20.2	39.8	29.4	16.8	33.1	24.5	230	G
Skoda	Superb	A6	2771	Petrol	15.6	7.6	10.5	18.1	37.2	26.9	15.1	31.0	22.4	253	G
Skoda	Superb	M5	1896	Diesel	7.4	4.9	5.8	38.2	57.6	48.7	31.8	48.0	40.6	153	D
Skoda	Superb	M5	1896	Diesel	7.8	4.7	5.8	36.2	60.1	48.7	30.1	50.0	40.6	153	D
Skoda	Superb	D6	1968	Diesel	8.4	5.2	6.4	33.6	54.3	44.1	28.0	45.2	36.7	169	E
Skoda	Superb	A6	2496	Diesel	11.5	5.8	7.8	24.6	48.7	36.2	20.5	40.6	30.1	206	F
Skoda	Roomster	M5	1198	Petrol	8.7	5.5	6.7	32.5	51.4	42.2	27.1	42.8	35.1	159	D
Skoda	Roomster	M5	1390	Petrol	8.9	5.6	6.8	31.7	50.4	41.5	26.4	42.0	34.6	162	D
Skoda	Roomster	M5	1598	Petrol	9.2	5.7	7.0	30.7	49.6	40.4	25.6	41.3	33.6	167	E
Skoda	Roomster	A6	1598	Petrol	10.4	6.2	7.7	27.2	45.6	36.7	22.6	38.0	30.6	185	E
Skoda	Roomster	M5	1422	Diesel	6.4	4.5	5.3	44.1	62.8	53.3	36.7	52.3	44.4	139	C
Skoda	Roomster	M5	1422	Diesel	6.1	4.5	5.1	46.3	62.8	55.4	38.6	52.3	46.1	135	C
Skoda	Roomster	M5	1422	Diesel	6.7	4.4	5.2	42.2	64.2	54.3	35.1	53.5	45.2	137	C
Skoda	Roomster	M5	1896	Diesel	6.7	4.6	5.3	42.2	61.4	53.3	35.1	51.1	44.4	139	C
Skoda	Roomster	M5	1896	Diesel	6.8	4.7	5.5	41.5	60.1	51.4	34.6	50.0	42.8	145	C
Smart	fortwo coupé	SM6	698	Petrol	6.0	4.0	4.7	47.1	70.6	60.1	39.2	58.8	50.0	113	B
Smart	fortwo coupé	A6	698	Petrol	6.1	4.1	4.8	46.3	68.9	58.8	38.6	57.4	49.0	116	B
Smart	fortwo coupé	SM6	698	Petrol	6.1	4.2	4.9	46.3	67.3	57.6	38.6	56.0	48.0	118	B
Smart	fortwo coupé	A6	698	Petrol	6.3	4.4	5.1	44.8	64.2	55.4	37.3	53.5	46.1	121	C
Smart	fortwo coupé	SM6	698	Petrol	6.1	4.3	5.0	46.3	65.7	56.5	38.6	54.7	47.0	120	B
Smart	fortwo coupé	A6	698	Petrol	6.5	4.6	5.3	43.5	61.4	53.3	36.2	51.1	44.4	127	C
Smart	fortwo coupé	A5	999	Petrol	6.1	4.0	4.7	46.3	70.6	60.1	38.6	58.8	50.0	112	B
Smart	fortwo coupé	A5	999	Petrol	6.4	4.1	4.9	44.1	68.9	57.6	36.7	57.4	48.0	116	B
Smart	fortwo coupé	A5	999	Petrol	6.5	4.3	5.1	43.5	65.7	55.4	36.2	54.7	46.1	122	C
Smart	fortwo coupé	A5	999	Petrol	6.5	4.4	5.2	43.5	64.2	54.3	36.2	53.5	45.2	124	C
Smart	fortwo cabrio	SM6	698	Petrol	6.0	4.0	4.7	47.1	70.6	60.1	39.2	58.8	50.0	113	B
Smart	fortwo cabrio	A6	698	Petrol	6.1	4.1	4.8	46.3	68.9	58.8	38.6	57.4	49.0	116	B
Smart	fortwo cabrio	SM6	698	Petrol	6.1	4.2	4.9	46.3	67.3	57.6	38.6	56.0	48.0	118	B
Smart	fortwo cabrio	A6	698	Petrol	6.3	4.4	5.1	44.8	64.2	55.4	37.3	53.5	46.1	121	C
Smart	fortwo cabrio	SM6	698	Petrol	6.1	4.3	5.0	46.3	65.7	56.5	38.6	54.7	47.0	120	B
Smart	fortwo cabrio	A6	698	Petrol	6.5	4.6	5.3	43.5	61.4	53.3	36.2	51.1	44.4	127	C
Smart	fortwo cabrio	A5	999	Petrol	6.6	4.1	4.9	42.8	68.9	57.6	35.6	57.4	48.0	116	B
Smart	fortwo cabrio	A5	999	Petrol	6.4	4.1	4.9	44.1	68.9	57.6	36.7	57.4	48.0	116	B
Smart	fortwo cabrio	A5	999	Petrol	6.5	4.3	5.1	43.5	65.7	55.4	36.2	54.7	46.1	122	C
Smart	fortwo cabrio	A5	999	Petrol	6.5	4.4	5.2	43.5	64.2	54.3	36.2	53.5	45.2	124	C
SsangYong	Rexton II	5MT	2696	Diesel	11.5	7.5	9.0	24.6	37.7	31.4	20.5	31.4	26.1	228	G
SsangYong	Rexton II	5AT	2696	Diesel	12.2	8.4	9.8	23.2	33.6	28.8	19.3	28.0	24.0	249	G
SsangYong	Rexton II	5AT	2696	Diesel	11.2	8.0	9.2	25.2	35.3	30.7	21.0	29.4	25.6	233	G
SsangYong	Rexton II	5AT	2696	Diesel	11.3	8.0	9.2	25.0	35.3	30.7	20.8	29.4	25.6	233	G
SsangYong	Rodius	M5	2696	Diesel	11.2	7.4	8.8	25.2	38.2	32.1	21.0	31.8	26.7	223	F
SsangYong	Rodius	A5	2696	Diesel	11.2	7.3	8.7	25.2	38.7	32.5	21.0	32.2	27.1	222	F
